compound_name,retention_time,smiles,split_index
"methyl (2R)-2-(acetyloxy)-2-[(1S,3S,7R,8R,9R,12S,13R)-13-(furan-3-yl)-6,6,8,12-tetramethyl-17-methylidene-5,15-dioxo-2,14-dioxatetracyclo[7.7.1.0ï¿½,ï¿½ï¿½.0ï¿½,?]heptadecan-7-yl]acetate",5.812,CC(=O)O[C@H]([C@@H]1[C@]2([C@H]3CC[C@]4([C@@H](OC(=O)C[C@@]4(C3=C)O[C@H]2CC(=O)C1(C)C)C5=COC=C5)C)C)C(=O)OC,1
7-hydroxyflavone,4.268,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O,1
Gangaleoidin,5.869,CC1=C2C(=C(C(=C1Cl)O)Cl)OC3=C(C(=C(C=C3OC2=O)OC)C(=O)OC)C,2
"2-(2,6-dihydroxy-4-methoxycarbonylbenzoyl)-3-hydroxybenzoic acid",2.406,COC(=O)C1=CC(=C(C(=C1)O)C(=O)C2=C(C=CC=C2O)C(=O)O)O,1
"2-amino-3-[[(6E,9E)-5-hydroxy-8-methoxy-5,9,13,14-tetramethyl-2-oxo-1-oxacyclotetradeca-6,9-dien-4-yl]sulfanyl]propanoic acid",5.657,CC1CC/C=C(/C(/C=C/C(C(CC(=O)OC1C)SCC(C(=O)O)N)(C)O)OC)\C,1
"(2R,3R,4S,5S,6R)-2-[(2E)-4-hydroxy-3,7-dimethylocta-2,6-dienoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",1.714,CC(=CCC(/C(=C/CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)/C)O)C,1
daidzein,3.052,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,1
7-methoxy-8-(3-prop-1-en-2-yloxiran-2-yl)chromen-2-one,2.331,CC(=C)C1C(O1)C2=C(C=CC3=C2OC(=O)C=C3)OC,1
"(2S,3R,4R,5R,6S)-2-[(2R,3R,4S,5R,6R)-2-[2-(3,4-dihydroxyphenyl)ethoxy]-3,5-dihydroxy-6-(hydroxymethyl)oxan-4-yl]oxy-6-methyloxane-3,4,5-triol",1.324,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](O[C@H]([C@@H]2O)OCCC3=CC(=C(C=C3)O)O)CO)O)O)O)O,1
Santonin,3.83,C[C@H]1[C@@H]2CC[C@]3(C=CC(=O)C(=C3[C@H]2OC1=O)C)C,1
"3-[(3aS,8R,8aR)-8-hydroxy-6,8-dimethyl-3-methylidene-2-oxo-3a,4,5,8a-tetrahydrocyclohepta[b]furan-7-yl]propanoic acid",2.739,CC1=C([C@@]([C@H]2[C@@H](CC1)C(=C)C(=O)O2)(C)O)CCC(=O)O,1
"[(2S,3R,4S,5S,6R)-6-[[(2R,3R,4R,5S,6R)-3,4-dihydroxy-6-(hydroxymethyl)-5-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl] (4aR,6aR,6bR,9R,10R,11R,12aR)-10,11-dihydroxy-9-(hydroxymethyl)-1,2,6a,6b,9,12a-hexamethyl-4,5,6,6a,7,8,8a,10,11,12,13,14,14a,14b-tetradecahydro-1H-picene-4a-carboxylate",3.391,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)OC(=O)[C@@]45CC[C@@]6(C(C4C(C(=CC5)C)C)CCC7[C@]6(CCC8[C@@]7(C[C@H]([C@@H]([C@@]8(C)CO)O)O)C)C)C)O)O)O)CO)O)O)O,2
Anisodamine,2.445,CN1[C@@H]2C[C@@H](C[C@H]1[C@H](C2)O)OC(=O)[C@H](CO)C3=CC=CC=C3,1
"3-[6-[[(2R,3R,4R,5S,6S)-3,5-dihydroxy-6-methyl-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxychromen-4-one",3.215,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@H]([C@@H]2O)OCC3C(C(C(C(O3)OC4=C(OC5=CC(=CC(=C5C4=O)O)OC)C6=CC=C(C=C6)O)O)O)O)C)O)O)O)O,1
"7,9-dimethoxy-6-(4-methoxyphenyl)-[1,3]dioxolo[4,5-g]chromen-8-one",5.473,COC1=CC=C(C=C1)C2=C(C(=O)C3=C(C4=C(C=C3O2)OCO4)OC)OC,1
4-methoxy-6-[2-(4-methoxyphenyl)ethyl]pyran-2-one,4.919,COC1=CC=C(C=C1)CCC2=CC(=CC(=O)O2)OC,1
neoeriocitrin,2.131,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)O)O)O)CO)O)O)O)O)O,2
Brazilin,1.06,C1C2=CC(=C(C=C2[C@H]3[C@@]1(COC4=C3C=CC(=C4)O)O)O)O,1
"4-(3,4-dihydroxyphenyl)-6,7-dihydroxynaphthalene-2-carboxylic acid",2.336,C1=CC(=C(C=C1C2=C3C=C(C(=CC3=CC(=C2)C(=O)O)O)O)O)O,1
"(2E)-6-{13,17-dihydroxy-7,7,12,16-tetramethyl-6-[(3,4,5-trihydroxyoxan-2-yl)oxy]pentacyclo[9.7.0.0¹,³.0³,?.0¹²,¹?]octadecan-15-yl}-2-methylhept-2-enoic acid",5.0335,CC(CC/C=C(\C)/C(=O)O)C1CC(C2(C1(C(CC34C2CCC5C3(C4)CCC(C5(C)C)OC6C(C(C(CO6)O)O)O)O)C)C)O,1
Digitoxin,5.443,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O,1
"[(2R,3S,4S,5S)-4-hydroxy-2,5-bis(hydroxymethyl)-5-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxolan-3-yl] (E)-3-phenylprop-2-enoate",1.679,C1=CC=C(C=C1)/C=C/C(=O)O[C@@H]2[C@H](O[C@@]([C@H]2O)(CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CO,2
"3,7-Dimethoxyflavone",5.59,COC1=CC2=C(C=C1)C(=O)C(=C(O2)C3=CC=CC=C3)OC,1
"4-methoxy-9-(2-methylbut-3-en-2-yl)furo[3,2-g]chromen-7-one",5.72,CC(C)(C=C)C1=C2C(=C(C3=C1OC(=O)C=C3)OC)C=CO2,1
ACTINONIN,2.607,CCCCC[C@H](CC(=O)NO)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1CO,1
Biliverdin,6.383,CC\1=C(/C(=C/C2=C(C(=C(N2)/C=C\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/N/C1=C\C4=NC(=O)C(=C4C)C=C)CCC(=O)O,1
"[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1S,4aR,6aS,6bR,10R,11R,12aR)-1,10,11-trihydroxy-9,9-bis(hydroxymethyl)-2,2,6a,6b,12a-pentamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",2.758,C[C@@]12CCC3[C@@](C1CC=C4[C@]2(CC[C@@]5(C4[C@@H](C(CC5)(C)C)O)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)(C[C@H]([C@@H](C3(CO)CO)O)O)C,1
"2-[2-[(Z)-pent-2-enyl]-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycyclopentyl]acetic acid",2.411,CC/C=C\CC1C(CCC1OC2C(C(C(C(O2)CO)O)O)O)CC(=O)O,1
"5,7-dihydroxy-2-(4-hydroxyphenyl)-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-6-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one",1.675,C1C(C(C(C(O1)C2=C(C(=C3C(=C2O)C(=O)C=C(O3)C4=CC=C(C=C4)O)C5C(C(C(C(O5)CO)O)O)O)O)O)O)O,1
"3,5-dihydroxy-4-[3,4,5-trihydroxy-6-[[4-(2-hydroxypropan-2-yl)cyclohexene-1-carbonyl]oxymethyl]oxan-2-yl]oxybenzoic acid",2.391,CC(C)(C1CCC(=CC1)C(=O)OCC2C(C(C(C(O2)OC3=C(C=C(C=C3O)C(=O)O)O)O)O)O)O,1
"[(3aS,6Z,10Z,11aR)-6-(hydroxymethyl)-3-methylidene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-10-yl]methyl acetate",3.298,CC(=O)OC/C/1=C\[C@@H]2[C@@H](CC/C(=C/CC1)/CO)C(=C)C(=O)O2,1
Convallatoxin,3.032,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O)O,1
"methyl (1S,4aS,6R,7S,7aS)-5,6-dihydroxy-7-(hydroxymethyl)-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-4-carboxylate",0.333,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1C([C@@H]([C@@H]2CO)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,1
"1-[2,4,6-trihydroxy-3-[7-hydroxy-2-(4-hydroxyphenyl)-3,4-dihydro-2H-chromen-4-yl]phenyl]dodecan-1-one",6.114,CCCCCCCCCCCC(=O)C1=C(C=C(C(=C1O)C2CC(OC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O)O)O,1
"(2S,3R,4S,5R)-2-[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-2-(2-phenylethoxy)oxan-3-yl]oxyoxane-3,4,5-triol",1.285,C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OCCC3=CC=CC=C3)CO)O)O)O)O)O,1
"7-chloro-4,8-dihydroxy-6-methoxy-3-methyl-3,4-dihydroisochromen-1-one",4.366,CC1C(C2=CC(=C(C(=C2C(=O)O1)O)Cl)OC)O,1
"2-[(8S,9R)-9-acetyloxy-2-oxo-8,9-dihydrofuro[2,3-h]chromen-8-yl]propan-2-yl 3-methylbutanoate",5.89,CC(C)CC(=O)OC(C)(C)[C@@H]1[C@@H](C2=C(O1)C=CC3=C2OC(=O)C=C3)OC(=O)C,1
"(1,9,9b-trihydroxy-6,6,9a-trimethyl-3,5,5a,7,8,9-hexahydro-1H-benzo[e][2]benzofuran-5-yl) hexanoate",5.496,CCCCCC(=O)OC1C=C2COC(C2(C3(C1C(CCC3O)(C)C)C)O)O,1
beta-penta-O-galloyl-glucose,2.546,C1=C(C=C(C(=C1O)O)O)C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)OC(=O)C6=CC(=C(C(=C6)O)O)O,1
Betulinic Acid,6.096,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C(=O)O,1
Iridin,2.616,COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,1
"8-hydroxy-5,8a-dimethyl-3-methylidene-3a,4,4a,8,9,9a-hexahydrobenzo[f][1]benzofuran-2,7-dione",2.316,CC1=CC(=O)C(C2(C1CC3C(C2)OC(=O)C3=C)C)O,1
HAEMATOPORPHYRIN,6.001,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C(C)O)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C(C)O,1
methyl asterrate,5.101,CC1=CC(=C(C(=C1)OC2=C(C=C(C=C2OC)O)C(=O)OC)C(=O)OC)O,1
"1,2-dihydroxyheptadec-16-en-4-yl acetate",5.983,CC(=O)OC(CCCCCCCCCCCC=C)CC(CO)O,1
Hexamethylquercetagetin,5.299,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC)OC,1
acanthoside B,2.584,COC1=CC(=CC(=C1O)OC)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C(=C4)OC)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC,2
Roccellic Acid,5.908,CCCCCCCCCCCC[C@H]([C@H](C)C(=O)O)C(=O)O,2
"3-[5-hydroxy-7-methoxy-2,3-dimethyl-6-(3-methylbut-2-enyl)-4-oxo-2,3-dihydrochromen-8-yl]hexanoic acid",6.073,CCCC(CC(=O)O)C1=C(C(=C(C2=C1OC(C(C2=O)C)C)O)CC=C(C)C)OC,1
"(2R,3R)-2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-7-methoxy-2,3-dihydrochromen-4-one",3.518,COC1=CC(=C2C(=C1)O[C@@H]([C@H](C2=O)O)C3=CC(=C(C=C3)O)O)O,1
Tetrahydrogambogic Acid,6.393,CC(=CCCC1(C=CC2=C(C3=C(C(=C2O1)CC=C(C)C)OC45C(C3=O)CC6CC4C(OC5(C6O)C/C=C(/C)\C(=O)O)(C)C)O)C)C,1
homoorientin,1.687,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)C4C(C(C(C(O4)CO)O)O)O)O)O)O,1
"4-amino-5-(5-hydroxy-2',6-dimethyl-5'-prop-1-en-2-ylspiro[7-oxabicyclo[4.1.0]heptane-3,1'-cyclopentane]-2-yl)oxy-5-oxopentanoic acid",3.291,CC1CCC(C12CC(C3(C(C2OC(=O)C(CCC(=O)O)N)O3)C)O)C(=C)C,1
trifolirhizin,3.284,C1[C@@H]2[C@H](C3=C(O1)C=C(C=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OC5=CC6=C(C=C25)OCO6,1
RUTOSIDE  (rutin),2.044,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,2
Villosinol,5.665,CC(=C)C1CC2=C(O1)C=C(C3=C2OC4COC5=CC(=C(C=C5C4(C3=O)O)OC)OC)O,1
Cytisine,0.549,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,1
4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid,1.3,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)O)O)O,1
Palmitoylcarnitine,7.928,CCCCCCCCCCCCCCCC(=O)O[C@@H](CC(=O)[O-])C[N+](C)(C)C,1
"(2R,3S,4S,5R,6R)-2-[[(2R,3R,4R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-[4-(4-hydroxyphenyl)butan-2-yloxy]oxane-3,4,5-triol",1.23,CC(CCC1=CC=C(C=C1)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3[C@@H]([C@H](C(O3)CO)O)O)O)O)O,1
alpha-TOCHOPHERYL ACETATE,6.856,CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C,1
THEAFLAVIN DIGALLATE,3.882,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC4=C(C(=C(C=C4[C@@H]5[C@@H](CC6=C(C=C(C=C6O5)O)O)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)C(=O)C(=C3)O)OC(=O)C8=CC(=C(C(=C8)O)O)O,1
"(1R,2R,4aR,8aS)-1-[2-(furan-3-yl)ethyl]-2,4a,5-trimethyl-2,3,4,7,8,8a-hexahydronaphthalene-1-carboxylic acid",6.05,C[C@@H]1CC[C@@]2([C@@H]([C@]1(CCC3=COC=C3)C(=O)O)CCC=C2C)C,1
"6-[[5-(hydroxymethyl)-2,5,8a-trimethyl-1,4,4a,6,7,8-hexahydronaphthalen-1-yl]methyl]-3-methylidene-7-oxabicyclo[4.1.0]heptane-2,4,5-triol",3.396,CC1=CCC2C(CCCC2(C1CC34C(C(C(=C)C(C3O4)O)O)O)C)(C)CO,1
BETAINE,0.307,C[N+](C)(C)CC(=O)[O-],1
"(1R,3R,4S,6S,8R,9R,10S,11S)-8-hydroxy-3,8-dimethyl-12-methylidene-10-[(2-methylprop-2-enoyl)oxy]-7,13-dioxo-5,14-dioxatricyclo[9.3.0.0?,?]tetradecan-9-yl 2-methylprop-2-enoate",5.273,C[C@@H]1C[C@@H]2[C@@H]([C@@H]([C@H]([C@@](C(=O)[C@@H]3[C@H]1O3)(C)O)OC(=O)C(=C)C)OC(=O)C(=C)C)C(=C)C(=O)O2,1
"(5Z)-4-[2-[2-(3,4-dihydroxyphenyl)ethoxy]-2-oxoethyl]-5-ethylidene-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylic acid",1.767,C/C=C\1/C(C(=COC1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)O)CC(=O)OCCC3=CC(=C(C=C3)O)O,1
"5-hydroxy-2-(4-hydroxyphenyl)-7-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy-3-(3,4,5-trihydroxyoxan-2-yl)oxychromen-4-one",1.881,CC1C(C(C(C(O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)OC4C(C(C(CO4)O)O)O)C5=CC=C(C=C5)O)O)O)O)O,1
"[(2Z)-6-hydroxy-2,6-dimethylocta-2,7-dienyl] 2-(5-ethenyl-5-methyloxolan-2-yl)propanoate",4.483,CC(C1CCC(O1)(C)C=C)C(=O)OC/C(=C\CCC(C)(C=C)O)/C,1
"(1R,6R,10S,11R,13S,15R)-1,6-dihydroxy-8-(hydroxymethyl)-4,12,12,15-tetramethyl-5-oxotetracyclo[8.5.0.0ï¿½,?.0ï¿½ï¿½,ï¿½ï¿½]pentadeca-3,8-dien-13-yl hexadecanoate",6.43,CCCCCCCCCCCCCCCC(=O)O[C@@]12C[C@H]([C@]3([C@H]([C@@H]1C2(C)C)C=C(C[C@]4(C3C=C(C4=O)C)O)CO)O)C,2
"[(2S,3R,4S,5S)-3-[(2S,3R,4S,5R,6S)-5-[(2S,3R,4S,5R)-4-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-3,5-dihydroxyoxan-2-yl]oxy-3,4-dihydroxy-6-methyloxan-2-yl]oxy-4,5-dihydroxyoxan-2-yl] (4aR,5R,6aS,6bR,8R,9R,10R,11S,12aR,14bS)-10-[(2R,3R,4R,5S,6R)-5-[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-5,8,11-trihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",3.708,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](CO[C@H]2OC(=O)[C@]34CCC(C[C@H]3C5=CCC6[C@]7(C[C@@H]([C@@H]([C@@](C7[C@@H](C[C@]6([C@@]5(C[C@H]4O)C)C)O)(C)CO)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O[C@@H]9[C@@H]([C@](CO9)(CO)O)O)O)O)O)C)(C)C)O)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O[C@H]1[C@@H]([C@](CO1)(CO)O)O)O,1
"[(2S,3S)-2-[(E,3R,4S)-3,4-dihydroxypent-1-enyl]-6-oxo-2,3-dihydropyran-3-yl] (E)-2-methylbut-2-enoate",2.661,C/C=C(\C)/C(=O)O[C@H]1C=CC(=O)O[C@H]1/C=C/[C@H]([C@H](C)O)O,1
Carminic Acid,2.514,CC1=C2C(=CC(=C1C(=O)O)O)C(=O)C3=C(C2=O)C(=C(C(=C3O)O)[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,1
trans-Cinnamic Acid -d5 ,2.9025,[2H]C1=C(C(=C(C(=C1[2H])[2H])/C=C/C(=O)O)[2H])[2H],2
"methyl (2R)-2-[(1S,2R,4S,9R,10R,14S,15S,17S)-17-(acetyloxy)-9-(furan-3-yl)-1-hydroxy-10,14,16,16-tetramethyl-7,18-dioxo-3,8-dioxapentacyclo[12.3.1.0ï¿½,?.0?,ï¿½ï¿½.0?,ï¿½?]octadecan-15-yl]-2-hydroxyacetate",4.939,CC(=O)O[C@@H]1[C@@]2([C@@H]3[C@@]4(O3)C(CC[C@@]5(C4CC(=O)O[C@H]5C6=COC=C6)C)[C@@](C2=O)([C@H](C1(C)C)[C@H](C(=O)OC)O)C)O,2
"5,7-DIHYDROXYISOFLAVONE",5.465,C1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O,1
"5-[(2R,3S)-6-hydroxy-2-(4-hydroxyphenyl)-4-[(E)-2-(4-hydroxyphenyl)ethenyl]-2,3-dihydro-1-benzofuran-3-yl]benzene-1,3-diol",3.917,C1=CC(=CC=C1/C=C/C2=C3[C@@H]([C@@H](OC3=CC(=C2)O)C4=CC=C(C=C4)O)C5=CC(=CC(=C5)O)O)O,1
CINCHONINE,8.175,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](C3=CC=NC4=CC=CC=C34)O,1
"5-[5-hydroxy-3-(hydroxymethyl)pentyl]-8a-(hydroxymethyl)-5,6-dimethyl-3,4,4a,6,7,8-hexahydronaphthalene-1-carboxylic acid",3.057,CC1CCC2(C(C1(C)CCC(CCO)CO)CCC=C2C(=O)O)CO,1
"(2S,3S,4S,8R,9S,13R,14R,15S,16R)-3,4,8,14,15-pentahydroxy-2,13,16-trimethyl-6-methylidene-10-oxatetracyclo[7.6.1.0²,?.0¹²,¹?]hexadecan-11-one",0.802,C[C@H]1[C@H]([C@H](C2[C@]3([C@@H]([C@H](CC(=C)C3[C@H]([C@@H]4[C@]2(C1C(=O)O4)C)O)O)O)C)O)O,1
"(2S,3R,4R,5R,6S)-2-[(2R,3R,4S,5S,6R)-2-[[(3S,6S,8R,10R,12R,13R,14R,17S)-3,12-dihydroxy-4,4,8,10,14-pentamethyl-17-[(2S)-6-methyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhept-5-en-2-yl]-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-6-yl]oxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-6-methyloxane-3,4,5-triol",3.216,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@H]3C[C@@]4(C(C[C@H]([C@H]5[C@]4(CC[C@@H]5[C@](C)(CCC=C(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)O)[C@@]7(C3C([C@H](CC7)O)(C)C)C)C)CO)O)O)O)O)O,1
"15-(carbamoylmethyl)-10,11,23-trihydroxy-18-(3-methyl-2-oxopentanamido)-9,14,17-trioxo-N-[(1Z)-prop-1-en-1-yl]-8,13,16-triazatetracyclo[18.3.1.0²,?.0?,¹?]tetracosa-1(23),2(7),3,5,20(24),21-hexaene-12-carboxamide",3.722,CCC(C)C(=O)C(=O)NC1CC2=CC(=C(C=C2)O)C3=C4C(=CC=C3)C(C(C(NC(=O)C(NC1=O)CC(=O)N)C(=O)N/C=C\C)O)(C(=O)N4)O,1
"3-(1,3-benzodioxol-5-yl)-7-[(2S,3R,4S,5S,6R)-6-[[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-6-methoxychromen-4-one",2.735,COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC4=C(C=C3)OCO4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO[C@@H]6[C@@H]([C@](CO6)(CO)O)O)O)O)O,1
Fumarprotocetraric Acid,5.552,CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C(=C(C(=C3COC(=O)/C=C/C(=O)O)O)C(=O)O)C)C=O)O,1
Carapin,5.66,C[C@@]12CCC3C(C1=CC(=O)O[C@H]2C4=COC=C4)C[C@@H]5C(=O)[C@]3([C@H](C(C5=O)(C)C)CC(=O)OC)C,2
"3-(2-hydroxy-4-methoxy-6-methylphenoxy)-5-methylbenzene-1,2-diol",4.237,CC1=CC(=C(C(=C1)OC2=C(C=C(C=C2C)OC)O)O)O,1
"4-[2-[(1R,4aS,5R,8aS)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylidene-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]ethyl]-2H-furan-5-one",4.741,C[C@@]12CCC([C@@]([C@H]1CCC(=C)[C@H]2CCC3=CCOC3=O)(C)CO)O,1
"(1R,3aR,3bS,4aR,6S,7S,7aR,8R,8aR,9aR)-1,4a,8-tris(acetyloxy)-2,2,3b,6,8a-pentamethyl-4,9-dioxo-tetradecahydro-1H-cyclopenta[a]s-indacen-7-yl butanoate",5.924,CCCC(=O)O[C@H]1[C@H](C[C@]2([C@H]1[C@H]([C@@]3(C(=O)[C@@H]4[C@H]([C@@]3(C2=O)C)CC([C@@H]4OC(=O)C)(C)C)C)OC(=O)C)OC(=O)C)C,1
Geodin Hydrate,5.253,CC1=C(C(=C(C(=C1Cl)OC2=C(C=C(C=C2OC)O)C(=O)OC)C(=O)O)O)Cl,1
"[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-(4-hydroxyphenoxy)oxan-2-yl]methyl (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",1.976,C1=CC(=CC=C1O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(=O)/C=C/C3=CC(=C(C=C3)O)O)O)O)O,1
Famotidine,1.05,C1=C(N=C(S1)N=C(N)N)CSCC/C(=N/S(=O)(=O)N)/N,2
cynaropicrin,3.099,C=C1C[C@@H]([C@@H]2[C@@H]([C@@H]3[C@H]1C[C@@H](C3=C)O)OC(=O)C2=C)OC(=O)C(=C)CO,1
